query_key,answerset_f1,bleu,exact_match_spinach,qcan-bleu-flex,qcan-bleu-strict,qcan-rouge-4-flex,qcan-rouge-4-strict,rouge_4
ck25_AIFB_ck25:1-en,0.0,0.04706926274683055,0.0,0.05523886218000656,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:10-en,0.0,0.043769857293223975,0.0,0.04089148102978526,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:11-en,0.0,0.059951120430386216,0.0,0.06170290107295076,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:12-en,0.0,0.038859279057273,0.0,0.053862244752318676,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:13-en,0.0,0.20515739829104168,0.0,0.18556675930109115,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:14-en,0.0,0.03877190058667321,0.0,0.047623326797529605,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:15-en,0.0,0.30318440807633684,0.0,0.0735462701389417,0.0,0.014388489208633094,0.0,0.11594202898550725
ck25_AIFB_ck25:16-en,0.0,0.11109730299189916,0.0,0.04579911341208652,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:17-en,0.0,0.052981501718128016,0.0,0.05090643635966016,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:18-en,0.0,0.3543272321193154,0.0,0.18659365120723373,0.0,0.0,0.0,0.17391304347826086
ck25_AIFB_ck25:19-en,0.0,0.36049175611468287,0.0,0.19008289325963618,0.0,0.0,0.0,0.21052631578947367
ck25_AIFB_ck25:2-en,0.0,0.06616869624437408,0.0,0.1527898075109779,0.1527898075109779,0.0,0.0,0.0
ck25_AIFB_ck25:20-en,0.0,0.2385876047364477,0.0,0.1729634245765596,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:21-en,0.0,0.22210383917841148,0.0,0.18668642560213028,0.0,0.025974025974025972,0.0,0.0547945205479452
ck25_AIFB_ck25:22-en,0.0,0.06060584471778204,0.0,0.07517081801936397,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:23-en,0.0,0.0448154271230522,0.0,0.04503072895167872,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:24-en,0.0,0.14624803814409562,0.0,0.16549195566383204,0.0,0.0,0.0,0.12307692307692307
ck25_AIFB_ck25:25-en,0.0,0.04868174294574317,0.0,0.14244024627404225,0.0,0.0,0.0,0.09195402298850575
ck25_AIFB_ck25:26-en,0.0,0.04078535300633206,0.0,0.052254659652797096,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:27-en,0.0,0.1803915734907086,0.0,0.11256868319261296,0.0,0.0,0.0,0.0779220779220779
ck25_AIFB_ck25:28-en,0.0,0.030191440713365093,0.0,0.017528189751626778,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:29-en,0.0,0.17980069287107234,0.0,0.10878033102408234,0.0,0.0,0.0,0.025641025641025637
ck25_AIFB_ck25:3-en,0.0,0.05523886218000656,0.0,0.07472892616029096,0.07472892616029096,0.0,0.0,0.0
ck25_AIFB_ck25:30-en,0.0,0.20670089563170554,0.0,0.21658794587240243,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:31-en,0.0,0.14943940799000247,0.0,0.04461187050502448,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:32-en,0.0,0.1371331771348768,0.0,0.05472347885914856,0.0,0.0,0.0,0.030303030303030304
ck25_AIFB_ck25:33-en,0.0,0.023145811414266155,0.0,0.04956456493477342,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:34-en,0.0,0.18716424886481792,0.0,0.062234178445447735,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:35-en,0.0,0.01432785237341245,0.0,0.01723518006146725,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:36-en,0.0,0.2185409328155925,0.0,0.10090835404165316,0.0,0.0,0.0,0.03225806451612904
ck25_AIFB_ck25:37-en,0.0,0.4081853762297206,0.0,0.30678495481911056,0.0,0.027777777777777776,0.0,0.1590909090909091
ck25_AIFB_ck25:38-en,0.0,0.07554041244971385,0.0,0.06905743274054423,0.0,0.0,0.0,0.0
ck25_AIFB_ck25:39-en,0.0,0.46351490910852766,0.0,0.04006457848139358,0.0,0.0,0.0,0.14035087719298245
ck25_AIFB_ck25:4-en,0.0,0.02843540695507365,0.0,0.037231447725050104,0.0,0.0,0.0,0.0
